dc_key,race,sex,fatal,date,has_court_case,age,street_name,block_number,zip_code,council_district,police_district,neighborhood,house_district,senate_district,school_catchment,lng,lat
2.01622E+11,Black (Non-Hispanic),Male,Nonfatal,10/1/2016 11:28,No,31,W HARPER ST,1200,19123,5,22,Poplar-Temple,181,1,Spring Garden School,-75.15586,39.970487
2.01614E+11,Black (Non-Hispanic),Male,Fatal,10/1/2016 8:49,No,22,ARDLEIGH ST,5500,19138,8,14,Germantown,198,4,Mastery Charter School at Pastorius,-75.158085,40.04811899999999
2.01617E+11,Black (Non-Hispanic),Male,Fatal,10/1/2016 8:30,No,31,DICKINSON ST,1800,19146,2,17,Schuylkill-Point Breeze,186,8,George W. Childs School,-75.175044,39.932586999999984
2.01615E+11,White (Non-Hispanic),Male,Nonfatal,10/1/2016 3:40,No,18,TORRESDALE AVE,6500,19135,6,15,Wissinoming-Tacony,173,5,Hamilton Disston School,-75.048843,40.022802000000006
2.01612E+11,Black (Non-Hispanic),Male,Nonfatal,10/1/2016 2:52,No,33,CHESTER AVE,5300,19143,3,12,Paschall-Kingsessing,186,8,Benjamin B. Comegys School,-75.222438,39.940115999999996
2.01625E+11,Hispanic (Black or White),Male,Nonfatal,9/30/2016 9:52,No,19,N FAIRHILL ST,3000,19140,7,25,Hunting Park-Fairhill,197,2,Honorable Luis Munoz-Marin School,-75.13984,40.000504
2.01625E+11,Hispanic (Black or White),Male,Nonfatal,9/30/2016 9:25,No,21,N 5TH ST,3300,19140,7,25,Hunting Park-Fairhill,197,2,Honorable Luis Munoz-Marin School,-75.138184,40.00133699999999
2.01625E+11,Black (Non-Hispanic),Male,Fatal,9/29/2016 11:03,Yes,42,W ANNSBURY ST,700,19140,7,25,Logan,197,3,Cayuga School,-75.138525,40.02075700000001
2.01619E+11,Black (Non-Hispanic),Male,Nonfatal,9/29/2016 2:25,No,23,WYALUSING AVE,5300,19131,3,19,Mill Creek-Parkside,190,7,Universal Charter School at Daroff,-75.228358,39.969214
2.01616E+11,Black (Non-Hispanic),Male,Nonfatal,9/28/2016 20:30,No,21,WESTMINSTER AVE,5100,19131,3,16,Mill Creek-Parkside,190,7,James Rhoads School,-75.223393,39.968284999999995
2.01625E+11,White (Non-Hispanic),Male,Nonfatal,9/28/2016 16:34,Yes,19,E WESTMORELAND ST,700,19134,7,25,Upper Kensington,180,2,Philip H. Sheridan School,-75.116258,39.99835600000002
1632,Other/Unknown,Male,Nonfatal,9/28/2016 0:00,No,,HAZEL AVE,6200,19143,3,18,Cobbs Creek,191,8,William C. Bryant School,-75.248481,39.954172
2.01615E+11,Black (Non-Hispanic),Male,Fatal,9/27/2016 23:52,No,31,VANDIKE ST,6000,19135,6,15,Wissinoming-Tacony,173,5,Henry W. Lawton School,-75.058107,40.017532
2.01622E+11,Black (Non-Hispanic),Male,Nonfatal,9/27/2016 14:30,Yes,22,N 26TH ST,2400,19132,5,22,Strawberry Mansion,195,7,Richard R. Wright School,-75.174953,39.99188300000003
2.01622E+11,Black (Non-Hispanic),Female,Nonfatal,9/27/2016 14:30,Yes,27,N 26TH ST,2400,19132,5,22,Strawberry Mansion,195,7,Richard R. Wright School,-75.174953,39.99188300000003
2.01614E+11,Black (Non-Hispanic),Male,Nonfatal,9/26/2016 21:50,No,21,HERMAN ST,500,19144,8,14,Germantown,201,4,Theodore Roosevelt School,-75.170946,40.04896500000001
2.01612E+11,Black (Non-Hispanic),Male,Nonfatal,9/26/2016 21:19,No,24,BELMAR ST,5700,19143,3,12,Paschall-Kingsessing,191,8,William C. Longstreth School,-75.228954,39.93804699999999
2.01612E+11,Black (Non-Hispanic),Male,Nonfatal,9/26/2016 21:19,No,18,BELMAR ST,5700,19143,3,12,Paschall-Kingsessing,191,8,William C. Longstreth School,-75.228954,39.93804699999999
2.01614E+11,Black (Non-Hispanic),Male,Nonfatal,9/26/2016 19:49,No,20,E JOHNSON ST,1300,19138,8,14,East Mt. Airy,200,4,Anna B. Day School,-75.167916,40.059629
2.01614E+11,Black (Non-Hispanic),Male,Fatal,9/26/2016 19:49,No,22,E JOHNSON ST,1300,19138,8,14,East Mt. Airy,200,4,Anna B. Day School,-75.167916,40.059629
2.01614E+11,Black (Non-Hispanic),Male,Nonfatal,9/26/2016 19:49,No,18,E JOHNSON ST,1300,19138,8,14,East Mt. Airy,200,4,Anna B. Day School,-75.167916,40.059629
2.01615E+11,Hispanic (Black or White),Male,Nonfatal,9/26/2016 19:30,No,22,BENNER ST,4700,19135,6,15,Wissinoming-Tacony,173,5,Henry W. Lawton School,-75.057018,40.017714
2.01624E+11,White (Non-Hispanic),Male,Nonfatal,9/25/2016 6:20,No,47,E ELKHART ST,2600,19134,1,24,Richmond-Bridesburg,177,1,Richmond School,-75.107679,39.983432000000015
2.01618E+11,Black (Non-Hispanic),Male,Nonfatal,9/25/2016 5:45,No,25,SANSOM ST,6100,19139,3,18,Cobbs Creek,191,8,William C. Bryant School,-75.243239,39.959926
2.01622E+11,Black (Non-Hispanic),Male,Nonfatal,9/23/2016 12:55,No,26,MASTER ST,2900,19121,5,22,Strawberry Mansion,195,3,Robert Morris School,-75.182885,39.977579999999996
2.01602E+11,Black (Non-Hispanic),Male,Nonfatal,9/23/2016 12:00,No,26,RISING SUN AVE,6400,19111,9,2,Lawndale-Crescentville,202,2,J. Hampton Moore School,-75.095197,40.050129
2.01606E+11,Black (Non-Hispanic),Male,Nonfatal,9/23/2016 9:33,No,29,WALLACE ST,700,19123,5,6,Poplar-Temple,181,1,General Philip Kearny School,-75.150876,39.963384999999995
2.01625E+11,Hispanic (Black or White),Male,Nonfatal,9/22/2016 22:13,Yes,21,N FRANKLIN ST,4400,19140,7,25,Hunting Park-Fairhill,197,3,Cayuga School,-75.138785,40.018842000000014
2.01624E+11,Black (Non-Hispanic),Male,Nonfatal,9/22/2016 10:52,No,28,KENSINGTON AVE,3900,19124,1,24,Juniata Park-Harrowgate,180,5,Francis Hopkinson School,-75.09629,40.005877
2.01626E+11,Black (Non-Hispanic),Male,Nonfatal,9/22/2016 6:27,Yes,26,N 6TH ST,1400,19122,5,26,Poplar-Temple,181,3,James R. Ludlow School,-75.146047,39.973321
2.01615E+11,Black (Non-Hispanic),Male,Nonfatal,9/21/2016 5:43,No,22,FRANKFORD AVE,5200,19124,7,15,Frankford,179,2,Mastery Charter School at Smedley,-75.077883,40.022484
2.01625E+11,Hispanic (Black or White),Male,Nonfatal,9/20/2016 1:55,No,17,W BRISTOL ST,700,19140,7,25,Hunting Park-Fairhill,197,3,Alexander K. McClure School,-75.138592,40.017075999999996
2.01622E+11,Black (Non-Hispanic),Male,Nonfatal,9/19/2016 23:07,No,25,W MONTGOMERY AVE,2000,19121,5,22,Strawberry Mansion,195,3,Mastery Charter School at Douglass,-75.167546,39.981533999999996
2.01615E+11,Black (Non-Hispanic),Male,Nonfatal,9/19/2016 20:50,No,27,KENNEDY ST,2200,19137,6,15,Wissinoming-Tacony,177,5,James J. Sullivan School,-75.066613,40.00977400000001
2.01612E+11,Black (Non-Hispanic),Male,Nonfatal,9/19/2016 18:56,No,33,S 56TH ST,1100,19143,3,12,Paschall-Kingsessing,191,8,William C. Longstreth School,-75.232817,39.943784
2.01617E+11,White (Non-Hispanic),Female,Nonfatal,9/19/2016 16:33,No,32,WHARTON ST,1800,19146,2,17,Schuylkill-Point Breeze,186,8,George W. Childs School,-75.174036,39.934976999999996
2.01617E+11,Black (Non-Hispanic),Female,Nonfatal,9/19/2016 16:33,No,61,WHARTON ST,1800,19146,2,17,Schuylkill-Point Breeze,186,8,George W. Childs School,-75.174036,39.934976999999996
2.01617E+11,Black (Non-Hispanic),Male,Nonfatal,9/19/2016 16:33,No,40,WHARTON ST,1800,19146,2,17,Schuylkill-Point Breeze,186,8,George W. Childs School,-75.174036,39.934976999999996
2.01619E+11,Black (Non-Hispanic),Male,Fatal,9/18/2016 5:31,Yes,31,MEDIA ST,5600,19131,4,19,Haddington-Overbrook,192,7,Universal Charter School at Bluford,-75.234111,39.974976
2.01639E+11,Black (Non-Hispanic),Male,Nonfatal,9/18/2016 4:37,No,44,N BROAD ST,3700,19140,8,39,Nicetown-Tioga,198,3,Kenderton Elementary School,-75.151242,40.009641999999985
2.01639E+11,White (Non-Hispanic),Male,Nonfatal,9/18/2016 4:37,No,47,N BROAD ST,3700,19140,8,39,Nicetown-Tioga,198,3,Kenderton Elementary School,-75.151242,40.009641999999985
2.01624E+11,Black (Non-Hispanic),Female,Nonfatal,9/18/2016 3:43,No,29,CASTOR AVE,2900,19137,6,24,Richmond-Bridesburg,177,5,Bridesburg School,-75.086354,39.98548899999998
2.01624E+11,Hispanic (Black or White),Female,Nonfatal,9/18/2016 3:43,No,23,CASTOR AVE,2900,19137,6,24,Richmond-Bridesburg,177,5,Bridesburg School,-75.086354,39.98548899999998
2.01624E+11,Hispanic (Black or White),Female,Nonfatal,9/18/2016 3:43,No,23,CASTOR AVE,2900,19137,6,24,Richmond-Bridesburg,177,5,Bridesburg School,-75.086354,39.98548899999998
2.01624E+11,Hispanic (Black or White),Male,Nonfatal,9/18/2016 3:43,Yes,22,CASTOR AVE,2900,19137,6,24,Richmond-Bridesburg,177,5,Bridesburg School,-75.086354,39.98548899999998
2.01606E+11,White (Non-Hispanic),Male,Nonfatal,9/18/2016 2:35,No,22,S CAMAC ST,200,19107,1,6,Center City East,182,1,General George A. McCall School,-75.161361,39.94895299999998
2.01601E+11,Black (Non-Hispanic),Male,Nonfatal,9/18/2016 2:03,No,23,JACKSON ST,2800,19145,2,1,Grays Ferry-Passyunk,186,8,Universal Charter School at Alcorn,-75.193519,39.92621499999999
2.01616E+11,Black (Non-Hispanic),Male,Nonfatal,9/17/2016 12:08,No,29,N HOLLY ST,800,19104,3,16,Mill Creek-Parkside,190,7,Belmont Charter School,-75.206731,39.96749700000002
2.01622E+11,Black (Non-Hispanic),Male,Nonfatal,9/17/2016 11:27,Yes,23,W YORK ST,1400,19132,5,22,Sharswood-Stanton,197,3,Tanner G. Duckrey School,-75.156411,39.989470999999995
2.01622E+11,Black (Non-Hispanic),Male,Fatal,9/17/2016 7:34,No,47,N WOODSTOCK ST,2000,19121,5,22,Strawberry Mansion,195,3,Mastery Charter School at Douglass,-75.167096,39.98453799999999
2.01619E+11,Black (Non-Hispanic),Male,Nonfatal,9/17/2016 3:18,No,31,LANSDOWNE AVE,6100,19151,4,19,Haddington-Overbrook,192,7,Universal Charter School at Bluford,-75.241929,39.97569399999999
2.01625E+11,Hispanic (Black or White),Male,Fatal,9/16/2016 11:52,No,32,N 6TH ST,3400,19140,7,25,Hunting Park-Fairhill,197,3,Bayard Taylor School,-75.13969,40.003956
2.01618E+11,Black (Non-Hispanic),Female,Fatal,9/16/2016 11:18,No,27,SANSOM ST,4900,19139,3,18,University City,188,7,Henry C. Lea School,-75.219487,39.956983000000015
2.01618E+11,Black (Non-Hispanic),Male,Nonfatal,9/16/2016 11:18,No,36,SANSOM ST,5200,19139,3,18,Cobbs Creek,190,8,Global Leadership Academy at Huey,-75.225373,39.957711999999994
2.01618E+11,Black (Non-Hispanic),Female,Nonfatal,9/16/2016 11:18,No,41,SANSOM ST,5200,19139,3,18,Cobbs Creek,190,8,Global Leadership Academy at Huey,-75.225373,39.957711999999994
2.01618E+11,Black (Non-Hispanic),Male,Nonfatal,9/16/2016 11:18,No,42,SANSOM ST,5200,19139,3,18,Cobbs Creek,190,8,Global Leadership Academy at Huey,-75.225373,39.957711999999994
2.01615E+11,Black (Non-Hispanic),Male,Nonfatal,9/16/2016 8:10,No,21,HAWORTH ST,1600,19124,7,15,Frankford,179,2,Mastery Charter School at Smedley,-75.079882,40.02080400000001
2.01626E+11,Black (Non-Hispanic),Male,Fatal,9/16/2016 3:51,No,46,N RANDOLPH ST,2000,19122,7,26,Northern Liberties-West Kensington,181,1,William McKinley School,-75.143254,39.982187
2.01619E+11,Black (Non-Hispanic),Male,Nonfatal,9/16/2016 2:50,No,23,MASTER ST,5500,19131,4,19,Haddington-Overbrook,192,7,Universal Charter School at Bluford,-75.231324,39.973659
2.01624E+11,Black (Non-Hispanic),Male,Nonfatal,9/16/2016 1:14,No,19,RUTH ST,3100,19134,7,24,Upper Kensington,175,1,Frances E. Willard School,-75.115419,39.994817999999995
1630,Other/Unknown,Male,Nonfatal,9/16/2016 0:00,No,,SANSOM ST,4800,19139,3,18,University City,188,7,Henry C. Lea School,-75.21755,39.956706000000004
2.01615E+11,Black (Non-Hispanic),Male,Nonfatal,9/15/2016 10:55,Yes,65,PRATT ST,1000,19124,7,15,Frankford,177,2,The Philadelphia Charter School for Arts and Sciences,-75.087351,40.02767399999999
2.01625E+11,Black (Non-Hispanic),Male,Nonfatal,9/15/2016 4:20,No,27,W GLENWOOD AVE,500,19140,7,25,Hunting Park-Fairhill,197,2,Honorable Luis Munoz-Marin School,-75.138124,40.00264599999999
2.01619E+11,Black (Non-Hispanic),Male,Nonfatal,9/15/2016 3:35,No,23,VINE ST,5500,19139,4,19,Haddington-Overbrook,190,7,Universal Charter School at Daroff,-75.230579,39.96537600000001
2.01626E+11,Black (Non-Hispanic),Male,Fatal,9/14/2016 7:25,No,40,W LEHIGH AVE,400,19133,7,26,Northern Liberties-West Kensington,197,2,John Welsh School,-75.139028,39.99182700000001
2.01617E+11,Black (Non-Hispanic),Male,Nonfatal,9/13/2016 23:24,No,21,S 17TH ST,1200,19146,2,17,Schuylkill-Point Breeze,186,8,George W. Childs School,-75.172091,39.93639699999999
2.01624E+11,Hispanic (Black or White),Male,Nonfatal,9/13/2016 23:00,No,23,N LEE ST,2800,19134,7,24,Hunting Park-Fairhill,180,2,Isaac A. Sheppard School,-75.13002,39.99258799999999
2.01624E+11,Hispanic (Black or White),Female,Nonfatal,9/13/2016 23:00,No,37,N LEE ST,2800,19134,7,24,Hunting Park-Fairhill,180,2,Isaac A. Sheppard School,-75.13002,39.99258799999999
2.01601E+11,Hispanic (Black or White),Male,Fatal,9/13/2016 21:56,No,21,DORRANCE ST,2000,19145,2,1,South Broad-Girard Estates,185,1,Stephen Girard School,-75.177151,39.92554500000001
2.01601E+11,Black (Non-Hispanic),Male,Nonfatal,9/13/2016 21:56,No,27,DORRANCE ST,2000,19145,2,1,South Broad-Girard Estates,185,1,Stephen Girard School,-75.177151,39.92554500000001
2.01635E+11,Black (Non-Hispanic),Male,Nonfatal,9/13/2016 21:11,No,27,N OPAL ST,6600,19138,9,35,Ogontz,203,4,William Rowen School,-75.15196,40.05592800000001
2.01619E+11,Black (Non-Hispanic),Male,Nonfatal,9/13/2016 20:46,No,23,N FRAZIER ST,1500,19131,4,19,Haddington-Overbrook,192,7,Universal Charter School at Bluford,-75.234272,39.97510699999999
2.01612E+11,Black (Non-Hispanic),Male,Fatal,9/13/2016 19:43,No,24,ELMWOOD AVE,6600,19142,2,12,Eastwick-Elmwood,185,8,John M. Patterson School,-75.231643,39.92120900000001
2.01625E+11,Hispanic (Black or White),Male,Nonfatal,9/13/2016 18:05,Yes,28,W ROOSEVELT BLVD,400,19120,7,25,Olney-Feltonville,197,3,Clara Barton School,-75.131723,40.023832000000006
2.01625E+11,Hispanic (Black or White),Male,Fatal,9/13/2016 17:45,No,32,N HOWARD ST,2900,19133,7,25,Hunting Park-Fairhill,180,2,Isaac A. Sheppard School,-75.131141,39.99461600000001
2.01614E+11,Black (Non-Hispanic),Male,Nonfatal,9/13/2016 13:30,No,36,CHURCH LN,200,19144,8,14,Germantown,198,4,Mastery Charter School at Wister,-75.170129,40.035683999999996
2.01624E+11,Hispanic (Black or White),Male,Nonfatal,9/13/2016 12:30,No,22,E THAYER ST,1800,19134,1,24,Juniata Park-Harrowgate,180,5,John H. Webster School,-75.109278,39.99870799999999
2.01624E+11,Hispanic (Black or White),Female,Nonfatal,9/13/2016 12:30,No,26,E THAYER ST,1800,19134,1,24,Juniata Park-Harrowgate,180,5,John H. Webster School,-75.109278,39.99870799999999
2.01624E+11,Hispanic (Black or White),Male,Nonfatal,9/13/2016 12:30,No,30,E THAYER ST,1800,19134,1,24,Juniata Park-Harrowgate,180,5,John H. Webster School,-75.109278,39.99870799999999
2.01616E+11,Black (Non-Hispanic),Male,Nonfatal,9/13/2016 9:04,No,25,N CREIGHTON ST,600,19131,3,16,Mill Creek-Parkside,190,7,James Rhoads School,-75.224898,39.969577000000015
2.01614E+11,Black (Non-Hispanic),Male,Nonfatal,9/13/2016 8:12,No,19,E JOHNSON ST,1800,19138,9,14,West Oak Lane-Cedarbrook,203,4,Samuel Pennypacker School,-75.161243,40.066334000000005
2.01624E+11,Black (Non-Hispanic),Male,Nonfatal,9/13/2016 7:19,No,18,N LEE ST,2800,19134,7,24,Hunting Park-Fairhill,180,2,Isaac A. Sheppard School,-75.129913,39.99308300000002
2.01622E+11,Black (Non-Hispanic),Female,Nonfatal,9/12/2016 23:25,No,31,W HUNTINGDON ST,1500,19132,5,22,Sharswood-Stanton,197,3,Tanner G. Duckrey School,-75.156634,39.99257099999999
2.01622E+11,Black (Non-Hispanic),Female,Nonfatal,9/12/2016 23:25,No,25,W HUNTINGDON ST,1500,19132,5,22,Sharswood-Stanton,197,3,Tanner G. Duckrey School,-75.156634,39.99257099999999
2.01622E+11,Black (Non-Hispanic),Male,Nonfatal,9/11/2016 8:15,Yes,35,W NORRIS ST,2300,19121,5,22,Strawberry Mansion,195,3,William Dick School,-75.172745,39.985269999999986
2.01616E+11,Black (Non-Hispanic),Male,Nonfatal,9/11/2016 5:04,No,25,ASPEN ST,4000,19104,3,16,Mill Creek-Parkside,190,7,Belmont Charter School,-75.205266,39.96603699999999
2.01622E+11,Black (Non-Hispanic),Male,Nonfatal,9/10/2016 10:15,No,16,W CUMBERLAND ST,2600,19132,5,22,Strawberry Mansion,195,7,Richard R. Wright School,-75.174756,39.99335000000001
2.01624E+11,Black (Non-Hispanic),Male,Nonfatal,9/10/2016 6:59,No,20,E LYCOMING ST,1400,19124,7,24,Juniata Park-Harrowgate,180,2,Francis Hopkinson School,-75.100245,40.008853
2.01602E+11,Black (Non-Hispanic),Male,Nonfatal,9/10/2016 6:50,No,35,CASTOR AVE,6600,19149,6,2,Oxford Circle,202,5,Gilbert Spruance School,-75.074094,40.04275899999999
2.01618E+11,Black (Non-Hispanic),Female,Nonfatal,9/9/2016 4:21,Yes,28,S MILLICK ST,200,19139,3,18,Cobbs Creek,191,8,William C. Bryant School,-75.242599,39.95863099999999
2.01618E+11,Black (Non-Hispanic),Male,Nonfatal,9/9/2016 4:21,Yes,24,S MILLICK ST,200,19139,3,18,Cobbs Creek,191,8,William C. Bryant School,-75.242599,39.95863099999999
2.01625E+11,Hispanic (Black or White),Male,Nonfatal,9/9/2016 1:15,No,17,N 5TH ST,3600,19140,7,25,Hunting Park-Fairhill,197,3,Bayard Taylor School,-75.137244,40.00591600000001
2.01625E+11,Hispanic (Black or White),Male,Nonfatal,9/9/2016 1:15,No,18,N 5TH ST,3700,19140,7,25,Hunting Park-Fairhill,197,3,Bayard Taylor School,-75.136842,40.007758
2.01625E+11,Hispanic (Black or White),Male,Nonfatal,9/9/2016 1:15,No,44,N 5TH ST,3700,19140,7,25,Hunting Park-Fairhill,197,3,Bayard Taylor School,-75.136842,40.007758
1629,Other/Unknown,Male,Nonfatal,9/9/2016 0:00,No,,WALNUT ST,6000,19139,3,18,Cobbs Creek,191,8,William C. Bryant School,-75.242749,39.959055
2.01614E+11,Black (Non-Hispanic),Male,Nonfatal,9/8/2016 7:47,No,45,E WASHINGTON LN,1800,19138,9,14,West Oak Lane-Cedarbrook,203,4,Samuel Pennypacker School,-75.159476,40.065846
2.01622E+11,Black (Non-Hispanic),Male,Nonfatal,9/8/2016 3:31,Yes,24,N 25TH ST,1700,19121,5,22,Strawberry Mansion,195,3,William D. Kelley School,-75.17569,39.980992
1628,Other/Unknown,Female,Nonfatal,9/8/2016 0:00,No,,E CLEARFIELD ST,600,19134,7,24,Upper Kensington,180,2,Lewis Elkin School,-75.119619,39.99563199999999
2.01625E+11,Hispanic (Black or White),Male,Nonfatal,9/7/2016 22:55,No,19,E CORNWALL ST,500,19134,7,25,Juniata Park-Harrowgate,180,2,Philip H. Sheridan School,-75.120016,39.999527999999984
2.01619E+11,Black (Non-Hispanic),Female,Nonfatal,9/7/2016 20:56,Yes,31,N 52ND ST,0,19139,3,19,Haddington-Overbrook,190,7,Alain Locke School,-75.224736,39.96108199999999
2.01602E+11,Black (Non-Hispanic),Male,Nonfatal,9/6/2016 12:25,No,32,ROSALIE ST,500,19120,9,2,Lawndale-Crescentville,203,2,Benjamin Franklin School,-75.103708,40.043274000000004
2.01614E+11,Black (Non-Hispanic),Male,Fatal,9/5/2016 21:30,No,29,WILLIAMS AVE,8300,19150,9,14,West Oak Lane-Cedarbrook,200,4,Franklin S. Edmonds School,-75.174788,40.076601999999994
2.01608E+11,Black (Non-Hispanic),Male,Fatal,9/5/2016 20:04,Yes,19,TAUNTON ST,2700,19152,6,8,Torresdale South-Pennypack Park,174,5,Robert B. Pollock School,-75.030531,40.061785
2.01616E+11,Black (Non-Hispanic),Male,Fatal,9/5/2016 1:18,Yes,31,WESTMINSTER AVE,4400,19104,3,16,Mill Creek-Parkside,190,7,Rudolph Blankenburg School,-75.212079,39.969591
2.01622E+11,Black (Non-Hispanic),Female,Fatal,9/5/2016 0:38,Yes,26,N CHADWICK ST,2200,19132,5,22,Sharswood-Stanton,197,3,Tanner G. Duckrey School,-75.160503,39.986873999999986
2.01622E+11,Black (Non-Hispanic),Male,Nonfatal,9/5/2016 0:38,Yes,25,N CHADWICK ST,2200,19132,5,22,Sharswood-Stanton,197,3,Tanner G. Duckrey School,-75.160503,39.986873999999986
2.01635E+11,Black (Non-Hispanic),Male,Fatal,9/4/2016 22:45,No,39,N BROAD ST,4700,19141,8,35,Logan,201,3,Jay Cooke School,-75.147687,40.02478299999999
2.01615E+11,Black (Non-Hispanic),Male,Nonfatal,9/4/2016 17:56,Yes,23,N PENN ST,5000,19124,7,15,Frankford,179,2,The Philadelphia Charter School for Arts and Sciences,-75.081809,40.021492999999985
2.01619E+11,Black (Non-Hispanic),Male,Nonfatal,9/4/2016 12:00,No,20,HADDINGTON ST,6600,19151,4,19,Haddington-Overbrook,192,7,Lewis C. Cassidy Academics Plus School,-75.252186,39.975743000000016
2.01622E+11,Black (Non-Hispanic),Male,Nonfatal,9/4/2016 4:33,No,35,N 29TH ST,1600,19121,5,22,Strawberry Mansion,195,3,Edward Gideon School,-75.182227,39.980431
2.01624E+11,Black (Non-Hispanic),Male,Fatal,9/4/2016 1:03,No,45,KENSINGTON AVE,3100,19134,7,24,Upper Kensington,175,1,Frances E. Willard School,-75.113697,39.996255000000026
2.01639E+11,Black (Non-Hispanic),Male,Nonfatal,9/3/2016 23:55,No,40,N STILLMAN ST,3000,19132,4,39,Nicetown-Tioga,198,7,E. Washington Rhodes School,-75.171867,40.00128200000001
2.01619E+11,Black (Non-Hispanic),Male,Nonfatal,9/3/2016 22:48,No,29,PARRISH ST,5200,19139,3,19,Mill Creek-Parkside,190,7,Universal Charter School at Daroff,-75.224947,39.966632000000004
2.01601E+11,Black (Non-Hispanic),Male,Nonfatal,9/3/2016 20:22,No,21,S 25TH ST,2300,19145,2,1,Grays Ferry-Passyunk,186,8,Stephen Girard School,-75.188413,39.924196
2.01622E+11,White (Non-Hispanic),Male,Nonfatal,9/3/2016 5:45,Yes,19,N 18TH ST,2200,19132,5,22,Sharswood-Stanton,181,3,Tanner G. Duckrey School,-75.162614,39.987121
2.01612E+11,Black (Non-Hispanic),Male,Fatal,9/1/2016 11:11,No,29,S 58TH ST,1800,19143,2,12,Paschall-Kingsessing,191,8,S. Weir Mitchell School,-75.22881,39.93589900000001
2.01622E+11,Black (Non-Hispanic),Male,Nonfatal,9/1/2016 11:06,No,20,N WOODSTOCK ST,1700,19121,5,22,Sharswood-Stanton,181,3,Mastery Charter School at Douglass,-75.167891,39.981004999999996
2.01615E+11,Black (Non-Hispanic),Male,Nonfatal,9/1/2016 2:00,No,25,E CHELTENHAM AVE,4000,19135,6,15,Wissinoming-Tacony,202,2,William H. Ziegler School,-75.06909,40.021913999999974
2.01616E+11,Black (Non-Hispanic),Male,Fatal,8/31/2016 20:56,Yes,29,N 39TH ST,600,19104,3,16,Mill Creek-Parkside,190,7,Morton McMichael School,-75.199754,39.964104
2.01639E+11,Black (Non-Hispanic),Male,Fatal,8/31/2016 6:15,No,20,W ABBOTTSFORD AVE,400,19144,8,39,East Falls-Westside,198,3,John B. Kelly School,-75.169314,40.02083400000001
2.01602E+11,Black (Non-Hispanic),Male,Nonfatal,8/31/2016 2:21,No,24,SUMMERDALE AVE,5700,19124,9,2,Lawndale-Crescentville,203,2,Laura H. Carnell School,-75.090551,40.033437999999975
2.01624E+11,Hispanic (Black or White),Male,Nonfatal,8/31/2016 1:45,No,37,BOUDINOT ST,3000,19134,7,24,Upper Kensington,180,2,Lewis Elkin School,-75.122905,39.994589000000005
2.01625E+11,Hispanic (Black or White),Female,Nonfatal,8/30/2016 6:24,No,12,W CLEARFIELD ST,600,19133,5,25,Hunting Park-Fairhill,197,3,Potter-Thomas School,-75.140973,39.998394
2.01625E+11,Hispanic (Black or White),Male,Nonfatal,8/30/2016 6:24,Yes,32,W CLEARFIELD ST,600,19133,5,25,Hunting Park-Fairhill,197,3,Potter-Thomas School,-75.140973,39.998394
2.01625E+11,Black (Non-Hispanic),Male,Nonfatal,8/30/2016 6:24,Yes,23,W CLEARFIELD ST,600,19133,5,25,Hunting Park-Fairhill,197,3,Potter-Thomas School,-75.140973,39.998394
2.01625E+11,Black (Non-Hispanic),Male,Nonfatal,8/30/2016 6:24,Yes,31,W CLEARFIELD ST,600,19133,5,25,Hunting Park-Fairhill,197,3,Potter-Thomas School,-75.140973,39.998394
2.01639E+11,Black (Non-Hispanic),Female,Nonfatal,8/30/2016 2:06,No,29,N 18TH ST,4400,19140,8,39,Nicetown-Tioga,198,3,Edward T. Steel School,-75.155272,40.02084099999999
2.01626E+11,Asian,Male,Nonfatal,8/29/2016 23:45,No,49,JASPER ST,2400,19125,7,26,Lower Kensington,175,2,Henry A. Brown School,-75.130788,39.98548899999998
2.01625E+11,White (Non-Hispanic),Male,Nonfatal,8/29/2016 23:25,No,25,N HANCOCK ST,3100,19133,7,25,Hunting Park-Fairhill,180,2,Lewis Elkin School,-75.132544,39.997430999999985
2.01601E+11,Black (Non-Hispanic),Male,Nonfatal,8/29/2016 20:38,No,11,POINT BREEZE AVE,2100,19145,2,1,Grays Ferry-Passyunk,186,8,Stephen Girard School,-75.191339,39.925998
2.01622E+11,Black (Non-Hispanic),Male,Nonfatal,8/29/2016 13:50,No,23,N 19TH ST,1600,19121,5,22,Sharswood-Stanton,181,3,General George G. Meade School,-75.166125,39.978556999999995
2.01625E+11,Hispanic (Black or White),Male,Nonfatal,8/29/2016 12:05,No,19,N REESE ST,2900,19133,7,25,Hunting Park-Fairhill,197,2,Potter-Thomas School,-75.140047,39.99577
2.01617E+11,Black (Non-Hispanic),Male,Nonfatal,8/29/2016 12:01,Yes,16,S ETTING ST,1500,19146,2,17,Grays Ferry-Passyunk,186,8,Universal Charter School at Alcorn,-75.190011,39.934447999999996
2.01617E+11,Black (Non-Hispanic),Male,Nonfatal,8/29/2016 12:01,Yes,16,S ETTING ST,1500,19146,2,17,Grays Ferry-Passyunk,186,8,Universal Charter School at Alcorn,-75.190011,39.934447999999996
2.01617E+11,Black (Non-Hispanic),Male,Nonfatal,8/29/2016 12:01,Yes,17,S ETTING ST,1500,19146,2,17,Grays Ferry-Passyunk,186,8,Universal Charter School at Alcorn,-75.190011,39.934447999999996
